Id,Date Added,Council Member,Recipient Self,Recipient Dependent,Recipient Staff,Source,Date Gifted,Nature / Value,Reason,Intent,Value
318,2018-09-30,Brian Bowman,yes,no,no,Durrenmatt Notebook,2018-11-14,Compliments of the Swiss Confederation - $5.00,Thank you Gift,Retain,5
369,2018-12-31,Brian Bowman,yes,no,no,Lakhvinder Dullat,2018-12-21,Box of Almond Roca - $20.00,Christmas Courtesy Gift,Retain,20
368,2018-12-31,Brian Bowman,yes,no,no,Councillor Scott Gillingham,2018-12-21,"Gourmet Mustard Pack, Ornament - $20.00",Christmas Courtesy Gift,Retain,20
367,2018-12-31,Brian Bowman,yes,no,no,Captain Handley -2 Cdn Air Div in Wpg,2018-12-19,"Presented a letter, a coin, a photo book and music CD on behalf of the Mayor of Lviv, Sister City .",Courtesy Gift,Retain,
366,2018-12-31,Brian Bowman,yes,no,no,Centre Venture- Angela and Team,2018-12-18,Wpg Architechture Fdn Coffee Mug - $10.00,Christmas Courtesy Gift,Retain,10
365,2018-12-31,Brian Bowman,yes,no,no,I Am Love Project- Amy Tung and Alix McLachlan,2018-12-21,12 Toques -$50.00,Courtesy Gift,Retain,50
364,2018-12-31,Brian Bowman,no,no,yes,Paul Boge and Joy Smith,2018-12-21,Book - The True Story of Cdn Human Trafficking-$20.00,Courtesy Gift,Retain,20
363,2018-12-31,Brian Bowman,yes,no,no,K9 Storm Factory,2018-12-21,"3 toques, 3 calendars- $100.00",Courtesy Gift,Retain,100
362,2018-12-31,Brian Bowman,yes,no,no,Jody Zarn - Laps 4 Life,2018-12-18,56g.Salted Chocolate Covered Almonds - $5.00,Xmas Courtesy Gift,Retain,5
361,2018-12-31,Brian Bowman,yes,no,no,Councillor Browaty,2018-12-18,Our Finest box of Truffles - $10,Xmas Courtesy Gift,Retain,10
360,2018-12-31,Brian Bowman,yes,no,no,"Cineplex - Sarah Van Lange, Dir Communications",2018-12-18,Cineplex Premiere Card,Courtesy Gift,Retain,
359,2018-12-31,Brian Bowman,yes,no,no,"MB Heavy Construction Assoc., Don Hurst & Chris Lorenc",2018-12-11,Holiday Collection of Chocolates - $20,Courtesy Gift,Retain,20
358,2018-12-31,Brian Bowman,yes,no,no,ACTRA - Rob Macklin,2018-12-11,"ACTRA tote bag, scarf,bottle of champagne, water bottle,box of 3 MB chocolates, gc haircut and volume lashes.$20 restaurant gc, dconstruct eco bracelet - $100.00",Courtesy Gift,Retain,20
357,2018-12-31,Brian Bowman,yes,no,no,Art City,2018-12-10,Art City T-shirt - $20.00,Courtesy Gift,Retain,20
356,2018-12-31,Brian Bowman,yes,no,no,Amsterdam Tea Room,2018-12-04,"samples of tea, tea diffuser - $30.00",Courtesy Gift,Retain,30
355,2018-12-31,Brian Bowman,yes,no,no,"Alex Plante, Digital Painter and Illustrator",2018-12-18,"""Fun"" Painting of Forks, Human Rights Museum - $50.00",Courtesy Gift,Retain,50
354,2018-12-31,Brian Bowman,yes,no,no,Ambassador of the Republic of Korea,2018-12-03,Decorative Plate - $20.00,Courtesy Visit Gift,Retain,20
353,2018-12-31,Brian Bowman,yes,no,no,All Seniors Care Living Centres,2018-12-01,A Love of Food Recipe Book - $10.00 4 Homemade Cookies - $5.00,Happy Holiday Season,Retain,10
352,2018-12-31,Brian Bowman,yes,no,no,Polish Pioneers in Canada,2018-11-01,In the Footsteps of Polish Pioneers in Canada - $25.00,Thank you gift,Retain,25
323,2018-09-30,Jason Schreyer,yes,no,no,Folklorama,2018-07-18,VIP tickets from Folklorama approximate value $235.00,VIP Tickets to Councillors,Retained,235
322,2018-09-30,Brian Bowman,yes,no,yes,Folklorama,2018-08-05,VIP pass package and 2 bus tour passes - $555.80,Protocol - toured all pavilions,Retain,555
321,2018-09-30,Brian Bowman,yes,no,no,Kaj Hasselrus,2018-11-27,Milk - a DVD Movie - $2.00,Congratulations on another term gift,Retain,2
320,2018-09-30,Brian Bowman,yes,no,no,Office of The Calgary Mayor,2018-11-18,Blue Bomber/Calgary Playoff tickets and Hotel - $310.00,Courtesy Visit Gift,Retain,310
319,2018-09-30,Brian Bowman,yes,no,no,Wpg Business Club,2018-11-14,binder - $10.00,Thank you Gift,Retain,10
317,2018-09-30,Brian Bowman,yes,no,no,The Life of a Doctor,2018-11-14,Autobiography of Dr Kiron Mallick - $10,Thank you Gift,Retain,10
316,2018-09-30,Brian Bowman,yes,no,no,Royal Winnipeg Rifles,2018-11-11,History of the Royal Winnipeg Rifles Book $25.00,Thank you Gift,Retain,25
315,2018-09-30,Brian Bowman,yes,no,no,Pizza Hotline,2018-11-10,Pizza Hotline T-shirt and Hat - $10.00,Thank you gift,Retain,10
314,2018-09-30,Brian Bowman,yes,no,no,Downtown Biz,2018-11-08,"coffee cup with flowers, Downtown Biz re-usable bag - $15.00",gift   (Inaguration?),Retain,15
313,2018-09-30,Brian Bowman,yes,no,no,Manitoba Building Trades,2018-11-08,"2 chocolates in a box, Chocolatier Constance Popp 5.00",Thank you gift,Retain,5
312,2018-09-30,Brian Bowman,yes,no,no,Aboriginal Veterns Day,2018-11-08,Aboriginal Veterans Day Coffee Mug - 5.00,Protocol/Thank you gift,Retain,5
311,2018-09-30,Brian Bowman,yes,no,no,Diwali Mela,2018-11-03,"Hindu Business Directory Book, Bhagavad-gita book, Temple ornament candle holder - 50.00",Protocol/Thank you gift/Speaking,Retain,50
310,2018-09-30,Brian Bowman,yes,no,no,Polish Pioneers in Canada,2018-11-01,In the Footsteps of Polish Pioneers in Canada - $25.00,Thank you gift,Retain,25
309,2018-09-30,Brian Bowman,yes,no,yes,WSO,2018-09-17,Maestro Raiskin's first concert -  $200,Event attendance - protocol and speaking,Retain,200
308,2018-09-30,Brian Bowman,yes,no,yes,Peter Nygard - Nygard International,2018-09-14,50th Anniversary Reception and Show- $200,Event attendance - protocol and speaking,Retain,200
307,2018-09-30,Brian Bowman,yes,no,no,Ernie McArthur,2018-09-06,SK Roughriders hat - $20,Joke gift,Retain,20
306,2018-09-30,Brian Bowman,yes,no,yes,Government of France,2018-09-05,Reception in Honour of new Honurary Consul - $100,Event attendance - protocol,Retain,100
305,2018-09-30,Brian Bowman,yes,no,yes,Lights of the North,2018-08-31,Grand Opening - $50,Event attendance - protocol and speaking,Retain,50
304,2018-09-30,Brian Bowman,yes,no,no,John Arbuthnot - Delta 9,2018-08-30,T shirt - $20,Courtesy Gift,Retain,20
303,2018-09-30,Brian Bowman,yes,yes,no,Assiniboine Park Conservancy,2018-08-29,Garden Party - $500,Event attendance - protocol,Retain,500
302,2018-09-30,Brian Bowman,yes,no,yes,Fromagerie Bothwell,2018-08-29,Cheese - $50,BIZ tour stop - protocol gift,Retain,50
301,2018-09-30,Brian Bowman,yes,no,no,Cheryl Zealand - Cranked Energy,2018-07-31,"Hat, water bottle, energy bars - $75",BIZ tour stop - protocol gift,Retain,75
299,2018-09-30,Brian Bowman,yes,no,yes,Sue Boreskie - Reh Fit Centre,2018-07-30,Day passes x 10 - $100,Day passes provided during facility tour and capital campoiagn meeting,Retain,100
298,2018-09-30,Brian Bowman,yes,no,yes,Sean Seywright - World Masters Ultimate Club Championship,2018-07-29,Buffet - $30,Food provded during opening cermonies - bring greetings,Retain,30
297,2018-09-30,Brian Bowman,yes,yes,no,Raj Phangureh - Kinsmen Club of Winnipeg,2018-07-28,Lunch x 3 - $30,Speaking at Kinsmen golf tournament,Retain,30
296,2018-09-30,Brian Bowman,yes,no,no,Roy Cuddeford - Quest Metals,2018-07-26,Fabricated metal art piece - $200,BIZ tour stop - protocol gift,Retain,200
295,2018-09-30,Brian Bowman,yes,no,no,Helen Staines - Decadance Chocolate,2018-07-20,Chocolate bar x 2 - $25,BIZ tour stop - protocol gift,Retain,25
294,2018-09-30,Brian Bowman,yes,no,yes,Stephanie Meilleur - Osborne Village BIZ,2018-07-20,Coffee and smoothie - $15,BIZ tour stop - meeting,Retain,15
293,2018-09-30,Brian Bowman,yes,no,yes,Kelly Lyons - Vita Health,2018-07-20,Shakers - $20,BIZ tour stop - protocol gift,Retain,20
292,2018-09-30,Brian Bowman,yes,no,no,Justin Paquin - Paqiun Entertainment,2018-07-20,DVDs and recrods - $150,BIZ tour stop - protocol gift,Retain,150
291,2018-09-30,Brian Bowman,yes,no,yes,Teresa Cotroneo - Folklorama,2018-07-19,Folklorama Ambassadors Inaugural Event - $100,Protocol - bring greetings,Retain,100
290,2018-09-30,Brian Bowman,yes,no,no,Catherine Hsu - Director General of the Taipei Economic and Cultural Office,2018-07-16,Tea - $75,Protocol - Gift presented at 73rd Annual Midwestern Legislative Conference,Retain,75
289,2018-09-30,Brian Bowman,yes,no,no,Queena Amina - Vigor Awards,2018-07-10,Dashiki - $50,Protocol gift - meeting re: Vigor Awards,Retain,50
288,2018-09-30,Brian Bowman,yes,yes,no,Larry McIntosh - Peak of the Market,2018-07-09,Dinner - $300,"""Lunch with the Mayor"" prize, McIntosh's asked for dinner instead and indicated they were happy to pay the difference personally",Retain,300
287,2018-09-30,Brian Bowman,yes,no,yes,Sachit Mehra - East India Company,2018-07-05,2 plates of food - $30,Provided during Folk Fest reception,Retain,30
286,2018-09-30,Brian Bowman,yes,yes,yes,Lynne Skromeda - Folk Festival,2018-07-05,"Passes x 4, parking x 2, VIP Reception passes x2 - $700","Protocol - bring greetings, volunteer for food service",Retain,700
285,2018-09-30,Brian Bowman,yes,no,no,Tom Ethans - Take Pride Winnipeg,2018-07-05,Garbage pickers,Protocol - speaking gift,Retain,
284,2018-09-30,Brian Bowman,yes,no,no,Malinda Lee - Winnipeg Chinese Cultural and Community Centre,2018-07-01,"Literature, hat, noisemakers - $120",Protocol - speaking and information,Retain,120
400,2019-03-31,Brian Bowman,yes,no,no,"Carmyn Aleshka, founder, KIDTHINK",2019-03-04,"Children's book - Ninja Pig 3, $10.00",Courtesy Gift,Retain,10
381,2019-03-31,Brian Bowman,yes,no,yes,"Animal Services , City of Winnipeg",2019-01-15,Animal Services Calendars. 15 x 10.00 = $150.00,Courtesy Gift,Retain,150
402,2019-03-31,Brian Bowman,yes,no,no,"Bruce Linghu, Deputy Mayor of Taichung City",2019-03-29,"Cat Sculpture, $50.00",Courtesy Gift,Retain,50
392,2019-03-31,Brian Bowman,yes,no,no,Lucienne Loiselle - Festival Du Voyageur,2019-02-15,He Ho! A Celebration of Culture and Heritage 50th Anniversary Book - $50.00,Courtesy Gift,Retain,50
401,2019-03-31,Brian Bowman,yes,no,no,"Paul Hackett, General Manager, CN Rail",2019-03-15,"Framed picture of city, 2 tea towels, $35.00","Courtesy Gift, State of City",Retain,35
399,2019-03-31,Brian Bowman,yes,no,no,"Jeff Peeler, Bell MTS",2019-03-04,"2 tickets to Barak Obama, $800.00",Courtesy Gift,Retain,800
395,2019-03-31,Brian Bowman,yes,no,yes,"Jeff Hnatiuk, CEO and President, Sport MB, Pat Kirby, Sport MB, Team Manitoba, 2019 Canada Winter Games",2019-02-21,"2 Team MB 2019 Canada Winter Games Ski Jackets and Vests, 2 Voyager Art & Tile Ceramic Work pieces created by Darren Petersen -2 VIP Pases - $350.00",Courtesy Gifts,Retain,350
384,2019-03-31,Brian Bowman,yes,no,no,"Pina Romolo, President and CEO, Piccola Cucina",2019-01-22,3 pouches of Almond Macaroons - $25.00,Courtesy Gift,Retain,25
394,2019-03-31,Brian Bowman,yes,no,no,"Joanne Therrien, President and Editor-in-Chief,Les Editions des Plaines",2019-02-21,"He Ho! A Celebration of Culture and Heritage 50th Anniversary Book - $50.00, Portraits of the North - $50.00",Courtesy Gift,Retain,50
388,2019-03-31,Brian Bowman,yes,no,no,"MJ Bockarie, young Author",2019-01-30,Stockholm Syndrome - Soft cover book - $25.00,Courtesy Gift,Retain,25
397,2019-03-31,Brian Bowman,yes,no,yes,"Naheed Nenshi, Mayor of Calgary",2019-02-22,"2 White Smithbilt hats, WhiteHat Ceremony - $150.00",Courtesy Gifts,Retain,150
398,2019-03-31,Brian Bowman,yes,no,no,"Shaun Vincent, Vincent Design",2019-02-27,Poster and Canadian Geographic Indigenous Peoples Atlas of Canada Books,Courtesy Gifts,Retain,
403,2019-03-31,Brian Bowman,yes,no,no,"Lu, Shiow-Yen, Mayor of Taichung City",2019-03-29,"Hand-crafted and Hand-painted Lacquer Artware, $50.00",Courtesy Gift,Retain,50
390,2019-03-31,Brian Bowman,yes,no,no,Keren Taylor-Hughes - CEO-WInnipeg Harvest,2019-02-11,Down to Earth - Crafted Cookbook in support of Winnpeg Harvest - $20.00,Courtesy Gift,Retain,20
387,2019-03-31,Brian Bowman,yes,no,no,"Janelle DePeazer, Founder, Turning Pages Program",2019-01-30,Turning Pages T-shirt - $25.00,Courtesy Gift,Retain,25
385,2019-03-31,Brian Bowman,yes,no,no,"Jim Watson, Mayor of Ottawa",2019-01-28,"A pair of Gloves - 'Garbage Mitts"" - $40.00",Courtesy Gift,Retain,40
386,2019-03-31,Brian Bowman,yes,no,yes,"K9Storm, Jimmy Hatch Speaking Event",2019-01-30,"Jimmy Hatch book, 2 K9 calendars, 2 K9 t-shirts, 2 K9 crest/badge - $150.00",Courtesy Gift,Retain,150
393,2019-03-31,Brian Bowman,yes,no,yes,"Kelly Lalonde, Yellow Ribbon Gala Committee Planning Committee Chair, Winnipeg Military Family Resource Centre",2019-02-16,"3 tickets to the Yellow Ribbon Gala, $400.00, Caricature artist - picture and frame",Courtesy Gift,Retain,400
382,2019-03-31,Brian Bowman,yes,no,no,"Edna Nabess, Cree-Ations & Artist Showcase",2019-01-16,Moccasin Slippers-$130.00 Dream Catcher - $40.00,Courtesy Gift,Retain,130
383,2019-03-31,Brian Bowman,yes,no,no,"Dr. John Young, President and CEO, Canadian Museum for Human Rights",2019-01-17,Framed picture of the New Ten Dollar Bill - front and back -$30.00,Courtesy Gift,Retain,30
391,2019-03-31,Brian Bowman,yes,no,no,"Bryan Williams, Prinicpal, Balmoral Hall School",2019-02-13,Coffee Mug - $10.00,Courtesy Gift,Retain,10
300,2018-09-30,Brian Bowman,yes,no,yes,Rana - Yafa Caf�,2018-07-31,"Coffee x 3, dainties - $50",BIZ tour stop - meeting,Retain,50
389,2019-03-31,Brian Bowman,yes,no,no,"David Greaves - Principal, Protexia, Sarah Midanik, President and CEO of Downie Wenjack Fund",2019-02-04,Toque and Pin - $25.00,Courtesy Gift,Retain,25
396,2019-03-31,Brian Bowman,yes,no,no,"Tara Veer, Mayor of Red Deer",2019-02-21,"Ceramic Work Piece, Voyager Art and Tile, c/o 2019 Canada Winter Games, created by Darren Petersen - $30.00",Courtesy Gift,Retain,30
436,2019-07-03,Brian Bowman,yes,no,no,"Tae-in Chung, Consul General of the Republic of Korea in Toronto",2019-06-22,"Candle Holder, Pen - $40",Courtesy Gift,Retained,40
580,2021-03-23,Brian Bowman,yes,no,no,"Christian Michalik, Superintendent, Louis Riel School Division",2021-02-01,"Box containing bannok, wild rice, berry jam. $10.00",Courtesy Gift,Retained,10
652,2022-11-10,John Orlikow,yes,no,no,Folklorama,2022-07-11,Complimentary VIP tickets - $238.50,Given to all City Councillors,Received but not used,238
280,2018-12-13,Kevin Klein,yes,no,no,Charleswood 55+ Christmas Luncheon,2018-12-07,approximately $50,lunch as part of the Charleswood 55+ Seniors Centre's Christmas Luncheon,retained,50
507,2019-10-15,Ross Eadie,yes,no,no,Folklorama,2019-08-09,8 x 2 pavilion tickets (16 x $8 = $128),Gifts to Councillor,The councillor and a guest attended 8 pavilions.,128
152,2018-06-18,Jenny Gerbasi,yes,no,no,Cavalia Odysseo,2018-05-15,Two tickets to Odysseo,Complimentary passes given to members of Council,Retained,
21,2018-04-04,Shawn Dobson,yes,no,no,Curling Club Banquet,2018-02-21,Dinner - unknown,"Dinner at event, no ticket cost",Retained,
460,2019-08-20,Vivian Santos,yes,no,no,Valour Football Club,2019-05-04,Soccer Game,attended as City Councillor,retained,
10,2018-03-27,John Orlikow,yes,no,no,Cancer Care Society,2018-03-19,"10 Daffodils, one pin",Daffodil month,Retained,
637,2022-06-06,Brian Bowman,yes,no,no,"New Consul General of The Netherlands, Mr. Harman Idema",2022-05-16,Book: Destination Canada - $30,Gift,Retained,30
638,2022-06-06,Brian Bowman,yes,no,no,Embassy of the Philippines,2022-05-27,Book: Simbahan - $30,Gift,Retained,30
63,2018-04-30,Matt Allard,yes,no,no,Canadian Broadcasting Corporation,2018-03-06,Transportation,Got a ride from CBC reps after a community consultation with them in Sage Creek,Retained,
197,2018-07-05,Matt Allard,yes,no,no,Cavalia,2018-05-15,Cavalia Tickets,Councillors were offered Cavalia tickets,Retained,
203,2018-07-05,Matt Allard,yes,no,no,Habitat for Humanity,2018-04-13,pizza lunch for Matt Allard and Ryan Palmquist,We were at an event celebrating a student who chose Habitat for Humanity as a charity,Retained,
651,2022-11-10,John Orlikow,yes,no,no,Winnipeg Fringe Festival,2022-07-04,2 fringe passes 6 plays each - $124.00,Given to all City Councillors,Received but not used,124
464,2019-08-20,Vivian Santos,yes,no,no,Winnipeg Fire Paramedics Service,2019-05-30,Lunch,bring greetings on behalf of City of Winnipeg and handed out awards,retained,
186,2018-06-28,Brian Bowman,yes,no,no,Jessica Kraut - Rady JCC,2018-06-18,Ken Kronson Sports Dinner - $200,Protocol invite,Retain,200
598,2021-10-18,Brian Bowman,yes,no,no,"Youth Friendly, Apathy is Boring",2021-08-31,Notebook and Info books-$10,Courtesy gift,Retained,10
531,2019-12-09,Brian Bowman,yes,no,no,"Ms. Kozeta Milliku, President of the Albanian-Canadian Community of Manitoba",2019-11-27,Albania Framed Quote from Mother Theresa-$25.00,Courtesy Gift,Archives,25
501,2019-10-11,Vivian Santos,yes,no,no,Starlight Investment & Richard Wintrup,2019-07-16,buffet lunch,meeting with Starlight Investment regarding update on Portage Place Mall acquisition,retained,
503,2019-10-11,Vivian Santos,yes,no,no,Oseredok Ukrainian Cultural and Educational Centre,2019-10-04,Dinner Reception,Unveiling of Ivan Bobersky Exhibit (Standing Still) at Manitoba Legislature,retained,
579,2021-03-23,Brian Bowman,yes,no,yes,Bell Let's Talk,2021-01-28,"Various Bell Let's Talk items like 3 Toques, pens, plastic bracelets, buttons, stickers, $50.00",Courtesy Gift,Retained,50
105,2018-06-18,Brian Bowman,yes,no,yes,Dayna Spiring - Economic Development Winnipeg,2018-04-06,Lunch - $50,Ubisoft announcement,Retain,50
351,2019-01-11,Vivian Santos,yes,no,no,Olga & Don Mokriy,2019-01-04,Gift Certificate: Dinner for Two,Thank you for Tree Planting Ceremony for Mokriy Ecological Reserve,retained,
549,2020-03-11,Brian Bowman,yes,no,no,Ms. Albiana Budujevic VP Albanian-Canadian community of MB,2020-02-19,Albanian Sweatshirt,Courtesy Gift,Retained,
136,2018-06-18,Brian Bowman,yes,no,no,Jennier Papararo - Plug In ICA,2018-05-09,"Tote, print, 2 books - $85",Meeting re: materials presented,Retain,85
525,2019-12-09,Brian Bowman,yes,no,no,"Better Business Bureau of Manitoba, Len Andrusiak",2019-11-05,"City of Winnipeg Bylaws, 1907",Courtesy Gift,Archives,
504,2019-10-11,Shawn Nason,yes,no,no,2019 Folklorama VIP Package,2019-07-05,Tickets to all pavilions - $238.50,VIP package,Retained,238
223,2018-07-18,John Orlikow,yes,no,no,Winnipeg Fringe Festival,2018-07-18,"two - VIP 6 Pass,  Estimated $120.00",Complimentary passes in the hopes that elected officials will participate in the festival.,retained,120
196,2018-07-05,Matt Allard,yes,no,no,Liberal leader Dougald Lamont,2018-04-03,Breakfast,Meeting to talk about St. Boniface Issues,Retained,
488,2019-10-09,Brian Mayes,yes,no,no,The Centennial Concert Hall,2019-09-03,2 complimentary tickets $100 each equalling $200 total,given two complimentary tickets to attend We Will Rock You musical,attended,200
449,2019-08-14,John Orlikow,yes,no,no,Winnipeg Art Gallery,2019-07-03,4 gallery Passes to Vision Exchange - $48.00,Given to all City Councillors,Received but not used,48
633,2022-05-09,Brian Bowman,yes,no,no,Moms Stop Harm,2022-04-27,Basket of Cookies-$10,Gift,Retained,10
154,2018-06-18,Jenny Gerbasi,yes,no,no,St. Norbert Farmers' Market,2018-05-19,Fruit pie $20.00,Gift given to dignitaries who attended the ribbon cutting ceremony for the new canopy,Retained,20
180,2018-06-28,Brian Bowman,yes,no,yes,Tatiana Rafter - NWHL Champion,2018-06-11,"Coffe mug, signed photos - $40",Courtesy meeting with Isobel Cup,Retain,40
89,2018-05-24,Shawn Dobson,yes,no,no,University of Manitoba,2018-05-12,lunch,Behind the Science VIP tour,retained,
611,2022-02-02,Devi Sharma,yes,no,no,Ed Whitcomb,2022-01-31,Understanding First Nations: The Legacy of Canadian Colonialism Book - $20.00,Gift,Retained,20
535,2020-01-08,Brian Bowman,yes,no,no,Hockey Helps the Homeless,2019-12-06,Hockey Jersey - $60.00,Courtesy Gift,Retained,60
113,2018-06-18,Brian Bowman,yes,no,yes,Rob Albo - Volunteer MB,2018-04-19,Volunteer Awards dinner - $300,"Bring greetings, present awards",Retain,300
591,2021-10-18,Brian Bowman,yes,no,no,Canon Luhovy Assembly #0374 Knights of Columbus,2021-07-07,Recipe cookbook - $5.00,Courtesy Gift,Retained,5
256,2018-10-31,Brian Bowman,yes,no,yes,Winnipeg Art Gallery,2018-10-13,Gallery Ball - $300,Event attendance - protocol and speaking,Retain,300
160,2018-06-21,John Orlikow,yes,no,no,South West Seniors AGM,2018-06-20,"A sandwich, and a drink","AGM Meeting, hospitality",Retained,
613,2022-03-02,Brian Mayes,yes,no,no,Representatives of Taichung City - Taiwan,2022-03-02,$40 value (approximately),"Gift tote with, disposable face masks, postcards & books about tourism in Taichung",retained,40
227,2018-08-01,Jeff Browaty,yes,no,no,Fringe Festival,2018-07-17,Tickets estimated value $120.00 (12 tickets at ~$10.00 each),VIP Ticket Offer,Retained,120
596,2021-10-18,Brian Bowman,yes,no,no,Manitoba Islamic Association,2021-08-09,"Hard Cover Book, Manitoba Muslims - $50",Courtesy gift,Retained,50
210,2018-07-05,Matt Allard,no,no,yes,Fromagerie Bothwell Provencher,2018-04-30,Hospitality,Ryan and his fiance attended the fromagerie bothwell Provencher soft opening,Retained,
156,2018-06-21,Shawn Dobson,yes,no,no,"Red River Exhibition Association, RRE Foundation, and Mb Agricultural Hall of Fame",2018-06-18,Dinner,Celebration of Agriculture,retained,
224,2018-07-18,John Orlikow,yes,no,no,Folklorama,2018-07-18,"Tickets to pavilions, $233.20",complimentary passes in the hopes that elected officials will attend the pavilions.,retained,233
182,2018-06-28,Brian Bowman,yes,no,yes,Connie Walker - United Way,2018-06-14,United Way Community Luncheon - $150,"Protocol, speaking",Retain,150
618,2022-03-25,Cindy Gilroy,yes,no,yes,Earls Main,2022-03-02,2x $100.00 Earls Gift Cards,Grand Opening of new location on Main Street.,Returned to sender,100
159,2018-06-21,John Orlikow,yes,no,no,Red River Exhibition,2018-06-18,"4 complimentary admission Tickets, 1 complimentary parking, estimated $60.00",Promotion,Donated to Community Centre,60
202,2018-07-05,Matt Allard,yes,no,no,Lanny Remi's Speakers Forum,2018-05-03,Gift certificate and meal,I spoke at this event about accountability on behalf of the city of Winnipeg,Retained,
144,2018-06-18,Brian Bowman,yes,no,yes,Anthony Pagliai - US Embassy,2018-05-23,NOARD at 60 reception - $50,Protocol invite,Retain,50
470,2019-09-24,Kevin Klein,yes,no,no,Centennial Concert Hall,2019-09-03,$50/ticket x2 =$100,Opening to the show.,retained,100
57,2018-04-30,Brian Bowman,yes,no,no,"V. Hutter, City of Winnipeg",2018-03-01,Tickets - Retirement Party - $100,Richard Kachur retirement,Retained,100
228,2018-08-01,Jeff Browaty,yes,no,no,Rainbow Stage - Breaking Up is Hard to Do,2018-06-22,Tickets estimated value $130.00 (2 tickets at ~$65.00 each),VIP Ticket Offer,Retained,130
120,2018-06-18,Brian Bowman,yes,no,no,Scott Shupeniuk - Labatt,2018-04-27,Budweiser Red Light - $150,Courtesy Gift,Retain,150
537,2020-01-08,Brian Bowman,yes,no,no,"Chief Elwood Zastre, Wuskiwi Sipihk First Nation",2019-12-09,"T-Shirt, Kingdom Business - $15.00",Courtesy Gift,Retained,15
281,2018-12-17,Vivian Santos,yes,no,no,Downtown BIZ,2018-11-07,Coffee Mug & Tote Bag,Congratulations for being elected to City Council,retained,
40,2018-04-05,Brian Bowman,yes,no,no,Curl Manitoba,2018-03-01,Mitts - $50,Thank You Gift - Curling Game at Old Market Square,Retained,50
541,2020-01-08,Brian Bowman,yes,no,no,Novstar Corp,2019-12-27,Flashlight and chocolates- $15.00,Courtesy Gift,Retained,15
420,2019-06-04,Brian Bowman,yes,no,no,Westland Foundation,2019-05-15,Plaque - $30,Courtesy Gift,Retain,30
179,2018-06-28,Brian Bowman,yes,yes,no,Adell Gauthier - Children's Rehabilitation Foundation,2018-06-10,"Shirts and Registrations, RBC Cruisin' Down the Crescent - $200",Protocol - speaking and participation in event with the Youth Ambassador,Retain,200
410,2019-05-22,Brian Bowman,yes,no,no,"Kal Barteski, Canadian Artist",2019-04-15,"Painting of Polar Bear, Fresh Air polar Bear Candle, $100.00",Courtesy Gift,Retained,100
422,2019-06-04,Brian Bowman,yes,no,no,"Tim Mahoney, Mayor of Fargo",2019-05-18,"""Fargo-opoly"" Board game - $30",Courtesy Gift,Retain,30
413,2019-05-23,Janice Lukes,yes,no,no,Valour Football Club,2019-05-04,4 Tickets to Home Opener Soccer Game,Watch the first home match against Edmonton.,Retained/Used,
508,2019-10-15,Ross Eadie,yes,no,no,Showtime Productions,2019-09-03,WE WILL ROCK YOU-THE MUSICAL ON TOUR featuring 24 of QUEEN’S greatest hits (The retail value was $139 including taxes and fees) makes its debut in Winnipeg Sept 3-8 at the Centennial Concert Hall,Gift,The Councillor and a guest were in attendance.,139
279,2018-12-11,John Orlikow,yes,no,no,Norton Kothari,2018-09-24,60.00,For the City Councillor to attend the community event,retained,60
29,2018-04-04,Matt Allard,yes,no,no,Festival du Voyageur VIP Night,2018-02-22,Food and refreshments,I was invited to attend the Festival du Voyageur VIP night,Retained,
135,2018-06-18,Brian Bowman,yes,no,no,Lisa Bagan - Heart and Stroke Foundation,2018-05-08,CPR Instruction Kit - $25,CPR Relay Invite Request accompaniment,Retain,25
418,2019-06-04,Brian Bowman,yes,no,no,Albert El-Tassi,2019-05-09,Two boxes of dates - $22,Courtesy Gift,Retain,22
601,2021-10-18,Brian Bowman,yes,no,no,Tourism Winnipeg,2021-09-29,Tourism Winnipeg Masks - $50,Courtesy gift,Retained,50
213,2018-07-05,Matt Allard,yes,no,no,Plurielles,2018-05-23,Delegate bag,I attended as city Councillor for St. Boniface and accepted a delegate bag that had various information and promotional items of nominal value,Retained,
565,2021-01-07,Brian Bowman,yes,no,no,DASCH Foundation,2020-09-17,Cookies - $10.00,Courtesy Gift,Retained,10
505,2019-10-11,Shawn Nason,yes,no,no,Winnipeg Fringe Festival,2019-07-01,VIP passes for the Winnipeg Fringe Festival - estimated value $120,Passes to the Festival,Did not use,120
122,2018-06-18,Brian Bowman,yes,no,no,Jody Zarn - Laps 4 Life,2018-04-28,Spa and Style Gift Basket - $50,Protocol gift - Speaking,Retain,50
244,2018-10-31,Brian Bowman,yes,no,no,M C Delandes Monuments and Memorials,2018-08-09,Custom plaque - $100,Machine shop demonstration - protocol gift,Retain,100
75,2018-05-08,Matt Allard,yes,no,no,,2018-04-20,Food and Refreshment,Food & Beverage consumed RBC Convention Centre ambassador plaque presentation by Councillor Allard & Executive Assistant,,
475,2019-09-26,Brian Bowman,yes,no,no,"Lynn Skromeda, Winnipeg Folk Festival",2019-07-10,"Hoodie, bag - $70.00",Courtesy Gift,Retained,70
496,2019-10-11,Brian Bowman,yes,no,no,"Setagaya - Sister City- Head of Japanese delegation, Kazuaki Masuda",2019-09-23,"Yamanaka brand Stationary Set and Mouse Pad, Stagaya City Flower Fan and Towel",Courtesy Gift,Retained,
